dist-code,dist-name,name,enroll,free,free-percent,reduced,reduced-percent,eligible,eligible-percent
1187,Woodland School Department,Woodland Consolidated Sch,131,53,40.46,5,3.82,58,44.27
0,! Doe Inactive,D W Lunt School,414,24,5.8,3,0.72,27,6.52
0,! Doe Inactive,Jordan Acres School,402,98,24.38,27,6.72,125,31.09
0,! Doe Inactive,Longfellow School-Brunswick,305,96,31.48,7,2.3,103,33.77
0,! Doe Inactive,Nathan Clifford School,305,134,43.93,15,4.92,149,48.85
0,! Doe Inactive,Plummer-Motz School,320,17,5.31,3,0.94,20,6.25
0,! Doe Inactive,Prides Corner School,325,154,47.38,19,5.85,173,53.23
0,! Doe Inactive,Spurwink School--S Portland,36,26,72.22,0,0,26,72.22
0,! Doe Inactive,West Harpswell Elementary School,74,25,33.78,7,9.46,32,43.24
0,! Doe Inactive,White Rock School,151,33,21.85,3,1.99,36,23.84
0,! Doe Inactive,Y.I. Heritage House,7,6,85.71,0,0,6,85.71
1296,Arthur R. Gould Sch--Lcydc,Arthur R. Gould Sch--Lcydc,130,130,100,0,0,130,100
1026,Brunswick School Department,Brunswick High School,1007,173,17.18,42,4.17,215,21.35
1026,Brunswick School Department,Brunswick Jr High School,615,143,23.25,60,9.76,203,33.01
1026,Brunswick School Department,Coffin School,412,119,28.88,52,12.62,171,41.5
1029,Cape Elizabeth School Department,Cape Elizabeth High School,567,24,4.23,7,1.23,31,5.47
1029,Cape Elizabeth School Department,Cape Elizabeth Middle School,574,28,4.88,4,0.7,32,5.57
1029,Cape Elizabeth School Department,Pond Cove Elementary,501,28,5.59,7,1.4,35,6.99
1382,Cathedral School,Cathedral School,162,82,50.62,16,9.88,98,60.49
5733,Connections For Kids,Park Place,6,6,100,0,0,6,100
5733,Connections For Kids,Park Place Gorham,6,6,100,0,0,6,100
1057,Falmouth School Department,Falmouth High School,702,25,3.56,2,0.28,27,3.85
1057,Falmouth School Department,Falmouth Middle School,699,28,4.01,1,0.14,29,4.15
1065,Gorham School Department,Gorham High School,846,118,13.95,32,3.78,150,17.73
1065,Gorham School Department,Gorham Middle School,657,118,17.96,29,4.41,147,22.37
1065,Gorham School Department,Narragansett Elementary School,436,53,12.16,8,1.83,61,13.99
1065,Gorham School Department,Village Elementary School-Gorham,600,97,16.17,17,2.83,114,19
1408,Holy Cross School S Portland,Holy Cross School-S Portland,160,3,1.88,0,0,3,1.88
1135,Long Island School Department,Long Island Elementary School,14,4,28.57,2,14.29,6,42.86
1297,Me Educational Ctr For The Deaf & Hard Of Hearing,Governor Baxter School For The Deaf,68,20,29.41,6,8.82,26,38.24
5099,N F I North,N.F.I. Bridge Crossing,12,7,58.33,0,0,7,58.33
1134,Portland Public Schools,Casco Bay High School,251,95,37.85,11,4.38,106,42.23
1134,Portland Public Schools,Deering High School,1073,379,35.32,31,2.89,410,38.21
1134,Portland Public Schools,East End Community School,402,293,72.89,14,3.48,307,76.37
1134,Portland Public Schools,Fred P Hall School,461,146,31.67,9,1.95,155,33.62
1134,Portland Public Schools,Harrison Lyseth Elem School,494,110,22.27,12,2.43,122,24.7
1134,Portland Public Schools,Howard C Reiche Community Sch,312,231,74.04,12,3.85,243,77.88
1134,Portland Public Schools,King Middle School,544,283,52.02,22,4.04,305,56.07
1134,Portland Public Schools,Lincoln Middle School,474,225,47.47,17,3.59,242,51.05
1134,Portland Public Schools,Longfellow School-Portland,399,80,20.05,6,1.5,86,21.55
1134,Portland Public Schools,Lyman Moore Middle School,553,238,43.04,30,5.42,268,48.46
1134,Portland Public Schools,Peaks Island School,52,10,19.23,0,0,10,19.23
1134,Portland Public Schools,Portland High School,909,439,48.29,33,3.63,472,51.93
1134,Portland Public Schools,Presumpscot School,277,165,59.57,18,6.5,183,66.06
1134,Portland Public Schools,Riverton School,480,332,69.17,20,4.17,352,73.33
3158,Rsu 05,Freeport High School,427,61,14.29,23,5.39,84,19.67
3158,Rsu 05,Freeport Middle School,267,33,12.36,18,6.74,51,19.1
3158,Rsu 05,Mast Landing School,256,33,12.89,13,5.08,46,17.97
3158,Rsu 05,Morse Street School,258,36,13.95,16,6.2,52,20.16
3158,Rsu 05,Pownal Elementary School,113,17,15.04,9,7.96,26,23.01
1200,Rsu 06/ Msad 06,Bonny Eagle High School,1264,337,26.66,127,10.05,464,36.71
1200,Rsu 06/ Msad 06,Edna Libby Elementary School,304,111,36.51,39,12.83,150,49.34
1200,Rsu 06/ Msad 06,George E Jack School,202,66,32.67,23,11.39,89,44.06
1200,Rsu 06/ Msad 06,Steep Falls Elementary School,109,31,28.44,13,11.93,44,40.37
3162,Rsu 14 Raymond/Windham,Jordan-Small Middle School,237,51,21.52,16,6.75,67,28.27
3162,Rsu 14 Raymond/Windham,Manchester School,395,121,30.63,20,5.06,141,35.7
3162,Rsu 14 Raymond/Windham,Raymond Elementary School,243,65,26.75,18,7.41,83,34.16
3162,Rsu 14 Raymond/Windham,Windham High School,1045,194,18.56,53,5.07,247,23.64
3162,Rsu 14 Raymond/Windham,Windham Middle School,679,174,25.63,43,6.33,217,31.96
3162,Rsu 14 Raymond/Windham,Windham Primary School,791,231,29.2,35,4.42,266,33.63
1209,Rsu 15/Msad 15,Burchard A Dunn School,334,84,25.15,25,7.49,109,32.63
1209,Rsu 15/Msad 15,Gray-New Gloucester High School,557,106,19.03,24,4.31,130,23.34
1209,Rsu 15/Msad 15,Gray-New Gloucester Middle School,544,130,23.9,34,6.25,164,30.15
1209,Rsu 15/Msad 15,Memorial School,220,64,29.09,13,5.91,77,35
1209,Rsu 15/Msad 15,Russell School,278,68,24.46,18,6.47,86,30.94
1211,Rsu 17/Msad 17,Harrison Elementary,174,97,55.75,28,16.09,125,71.84
1245,Rsu 51/Msad 51,Drowne Road School,194,14,7.22,1,0.52,15,7.73
1245,Rsu 51/Msad 51,Greely High School,703,51,7.25,16,2.28,67,9.53
1245,Rsu 51/Msad 51,Greely Middle School,541,37,6.84,18,3.33,55,10.17
1245,Rsu 51/Msad 51,Mabel I Wilson School,435,29,6.67,3,0.69,32,7.36
1245,Rsu 51/Msad 51,North Yarmouth Memorial School,298,22,7.38,9,3.02,31,10.4
1249,Rsu 55/Msad 55,Baldwin Consolidated School,89,30,33.71,15,16.85,45,50.56
1255,Rsu 61/Msad 61,Lake Region High School,609,225,36.95,47,7.72,272,44.66
1255,Rsu 61/Msad 61,Lake Region Middle School,451,196,43.46,46,10.2,242,53.66
1255,Rsu 61/Msad 61,Sebago Elementary School,107,42,39.25,4,3.74,46,42.99
1255,Rsu 61/Msad 61,Songo Locks School,320,188,58.75,40,12.5,228,71.25
1255,Rsu 61/Msad 61,Stevens Brook School,297,245,82.49,41,13.8,286,96.3
1266,Rsu 75/Msad 75,Harpswell Islands School,97,29,29.9,5,5.15,34,35.05
1149,Scarborough School Department,Benjamin Wentworth Intermediate,755,91,12.05,31,4.11,122,16.16
1149,Scarborough School Department,Blue Point School,270,14,5.19,9,3.33,23,8.52
1149,Scarborough School Department,Eight Corners Elementary School,266,48,18.05,13,4.89,61,22.93
1149,Scarborough School Department,Pleasant Hill School,215,14,6.51,5,2.33,19,8.84
1149,Scarborough School Department,Scarborough High School,1091,148,13.57,49,4.49,197,18.06
1149,Scarborough School Department,Scarborough Middle School,807,83,10.29,27,3.35,110,13.63
1155,South Portland School Department,Daniel F. Mahoney Middle School,353,113,32.01,19,5.38,132,37.39
1155,South Portland School Department,Dora L Small Elementary School,306,72,23.53,22,7.19,94,30.72
1155,South Portland School Department,Dyer Elementary School,286,35,12.24,8,2.8,43,15.03
1155,South Portland School Department,Frank I Brown Elementary School,280,77,27.5,11,3.93,88,31.43
1155,South Portland School Department,James Otis Kaler Elementary School,238,110,46.22,14,5.88,124,52.1
1155,South Portland School Department,Memorial Middle School,351,134,38.18,15,4.27,149,42.45
1155,South Portland School Department,South Portland High School,904,236,26.11,40,4.42,276,30.53
1155,South Portland School Department,Waldo T Skillin Elementary School,410,179,43.66,21,5.12,200,48.78
1375,Spurwink School Inc,Spurwink-Cummings School,42,30,71.43,0,0,30,71.43
3148,St Brigid School,St Brigid School,330,19,5.76,0,0,19,5.76
1175,Westbrook School Department,Congin School,310,114,36.77,29,9.35,143,46.13
1175,Westbrook School Department,Oxford-Cumberland Canal School,209,117,55.98,23,11,140,66.99
1175,Westbrook School Department,Saccarappa School,274,159,58.03,19,6.93,178,64.96
1175,Westbrook School Department,Westbrook High School,755,307,40.66,72,9.54,379,50.2
1175,Westbrook School Department,Westbrook Middle School,532,224,42.11,60,11.28,284,53.38
1190,Yarmouth Schools,Frank H Harrison Middle School,450,40,8.89,11,2.44,51,11.33
1190,Yarmouth Schools,William H Rowe School,182,5,2.75,1,0.55,6,3.3
1190,Yarmouth Schools,Yarmouth Elementary School,287,21,7.32,14,4.88,35,12.2
1190,Yarmouth Schools,Yarmouth High School,476,26,5.46,5,1.05,31,6.51
5703,Youth Alternatives,Y.I. Edgewood,6,6,100,0,0,6,100
3229,Eustis Public Schools,Stratton Elementary School,87,34,39.08,8,9.2,42,48.28
1203,Rsu 09/ Msad 09,Academy Hill School,195,102,52.31,14,7.18,116,59.49
1203,Rsu 09/ Msad 09,Cape Cod Hill Elem School,193,95,49.22,14,7.25,109,56.48
1203,Rsu 09/ Msad 09,Cascade Brook School,270,118,43.7,23,8.52,141,52.22
1203,Rsu 09/ Msad 09,Gerald D Cushing School,137,82,59.85,9,6.57,91,66.42
1203,Rsu 09/ Msad 09,Mt Blue High School,772,302,39.12,70,9.07,372,48.19
1203,Rsu 09/ Msad 09,Mt Blue Middle School,371,151,40.7,39,10.51,190,51.21
1203,Rsu 09/ Msad 09,W G Mallett School,369,170,46.07,28,7.59,198,53.66
1252,Rsu 58/ Msad 58,Kingfield Elementary School,152,58,38.16,13,8.55,71,46.71
1252,Rsu 58/ Msad 58,Mt Abram Regional High School,286,125,43.71,37,12.94,162,56.64
1252,Rsu 58/ Msad 58,Phillips Elementary School,157,90,57.32,21,13.38,111,70.7
1252,Rsu 58/ Msad 58,Strong Elementary School,172,94,54.65,15,8.72,109,63.37
3198,Rsu 73,Jay Elementary School,262,131,50,16,6.11,147,56.11
3198,Rsu 73,Spruce Mountain Hs North Campus (Jay Hs),248,83,33.47,17,6.85,100,40.32
3198,Rsu 73,Spruce Mountain Middle (Was Jay Middle),272,105,38.6,28,10.29,133,48.9
3184,Rsu 78 (Rangeley Area),Rangeley Lakes Regional School,220,94,42.73,5,2.27,99,45
0,! Doe Inactive,Orland Consolidated School,152,47,30.92,32,21.05,79,51.97
1284,Airline Csd,Airline Community School,46,16,34.78,8,17.39,24,52.17
1012,Bar Harbor School Department,Conners-Emerson School,445,38,8.54,14,3.15,52,11.69
1017,Blue Hill School Department,Blue Hill Consolidated School,215,57,26.51,14,6.51,71,33.02
1024,Brooklin School Department,Brooklin School,59,21,35.59,36,61.02,57,96.61
1025,Brooksville School Department,Brooksville Elementary School,68,17,25,11,16.18,28,41.18
1032,Castine School Department,Adams School,58,4,6.9,2,3.45,6,10.34
1046,Dedham School Department,Dedham School,166,39,23.49,4,2.41,43,25.9
1289,Deer Isle-Stonington Csd,Deer Isle-Stonington Elementary Sch,217,69,31.8,34,15.67,103,47.47
1289,Deer Isle-Stonington Csd,Deer Isle-Stonington High Sch,163,56,34.36,10,6.13,66,40.49
1339,Kids Peace New England,Kids Peace New England,41,34,82.93,1,2.44,35,85.37
1112,Mount Desert School Department,Mt Desert Elementary School,153,26,16.99,8,5.23,34,22.22
1283,Mount Desert (High School),Mt Desert Island High School,564,106,18.79,44,7.8,150,26.6
1267,Msad 76,Swans Island Elementary School,34,12,35.29,0,0,12,35.29
1128,Penobscot School Department,Penobscot Elementary School,64,17,26.56,4,6.25,21,32.81
3169,Rsu 24,Beech Hill School - Rsu 24,98,37,37.76,12,12.24,49,50
3169,Rsu 24,Cave Hill School,78,32,41.03,12,15.38,44,56.41
3169,Rsu 24,Dr Charles C Knowlton School,327,110,33.64,36,11.01,146,44.65
3169,Rsu 24,Ellsworth High School,620,158,25.48,59,9.52,217,35
3169,Rsu 24,Hancock Grammar School,213,87,40.85,27,12.68,114,53.52
3169,Rsu 24,Lamoine Consolidated School,114,42,36.84,8,7.02,50,43.86
3169,Rsu 24,Mountain View School,290,167,57.59,24,8.28,191,65.86
3169,Rsu 24,Peninsula Csd School,201,101,50.25,16,7.96,117,58.21
3169,Rsu 24,Sumner Memorial High School,292,108,36.99,31,10.62,139,47.6
3170,Rsu 25,Bucksport High School,388,102,26.29,19,4.9,121,31.19
3170,Rsu 25,Bucksport Middle School,265,111,41.89,20,7.55,131,49.43
3170,Rsu 25,G Herbert Jewett School,110,80,72.73,9,8.18,89,80.91
3170,Rsu 25,Miles Lane School,256,111,43.36,23,8.98,134,52.34
1156,Southwest Harbor School Department,Pemetic Elementary School,157,37,23.57,18,11.46,55,35.03
1159,Surry School Department,Surry Elementary School,88,36,40.91,0,0,36,40.91
1150,Sedgwick School Department,Sedgwick Elementary School,112,55,49.11,17,15.18,72,64.29
1162,Tremont School Department,Tremont Consolidated School,130,39,30,8,6.15,47,36.15
1163,Trenton School Department,Trenton Elementary School,120,49,40.83,17,14.17,66,55
524,Zzz Sad 24,Zzz Ellsworth Middle School,403,146,36.23,30,7.44,176,43.67
0,! Doe Inactive,Capital Area Technical Center,0,17,0,1,0,18,0
1008,Augusta Public Schools,Cony High School,1209,411,34,81,6.7,492,40.69
1008,Augusta Public Schools,Farrington School,381,221,58.01,26,6.82,247,64.83
1008,Augusta Public Schools,Lillian Parks Hussey School,206,85,41.26,11,5.34,96,46.6
1008,Augusta Public Schools,Lincoln School,300,171,57,13,4.33,184,61.33
1008,Augusta Public Schools,Sylvio J Gilbert School,310,194,62.58,32,10.32,226,72.9
5027,Becket Family Of Services,Becket - Litchfield,10,10,100,0,0,10,100
5027,Becket Family Of Services,Belgrade House,12,12,100,0,0,12,100
5027,Becket Family Of Services,Central Maine Learning Center,25,25,100,0,0,25,100
1332,Erskine Academy,Erskine Academy,747,139,18.61,42,5.62,181,24.23
1058,Fayette School Department,Fayette Central School,74,32,43.24,3,4.05,35,47.3
1415,Mount Merici School,Mount Merici School,175,6,3.43,2,1.14,8,4.57
5099,N F I North,N.F.I. Sidney Riverbend,6,6,100,0,0,6,100
3156,Rsu 02 Kennebec Intra-District,Hall-Dale Elementary School,341,118,34.6,19,5.57,137,40.18
3156,Rsu 02 Kennebec Intra-District,Hall-Dale High School,349,101,28.94,28,8.02,129,36.96
3156,Rsu 02 Kennebec Intra-District,Hall-Dale Middle School,197,66,33.5,18,9.14,84,42.64
3156,Rsu 02 Kennebec Intra-District,Henry L Cottrell School,200,67,33.5,15,7.5,82,41
3156,Rsu 02 Kennebec Intra-District,Monmouth Academy,240,62,25.83,23,9.58,85,35.42
3156,Rsu 02 Kennebec Intra-District,Monmouth Middle School,283,86,30.39,29,10.25,115,40.64
3157,Rsu 04,Carrie Ricker Middle School,209,88,42.11,22,10.53,110,52.63
3157,Rsu 04,Libby-Tozier School,173,76,43.93,15,8.67,91,52.6
1205,Rsu 11/Msad 11,Gardiner Area High School,699,191,27.32,45,6.44,236,33.76
1205,Rsu 11/Msad 11,Gardiner Regional Middle School,484,171,35.33,25,5.17,196,40.5
1205,Rsu 11/Msad 11,Helen Thompson School,277,85,30.69,17,6.14,102,36.82
1205,Rsu 11/Msad 11,Laura E Richards School,253,104,41.11,10,3.95,114,45.06
1205,Rsu 11/Msad 11,Pittston Consolidated School,174,54,31.03,19,10.92,73,41.95
1205,Rsu 11/Msad 11,River View Community School,200,104,52,10,5,114,57
1205,Rsu 11/Msad 11,Teresa C Hamlin Elem School,117,42,35.9,10,8.55,52,44.44
3160,Rsu 12 Sheepscot Valley Regional School Unit,Chelsea Elementary School,237,82,34.6,19,8.02,101,42.62
3160,Rsu 12 Sheepscot Valley Regional School Unit,Windsor Elementary School,285,84,29.47,23,8.07,107,37.54
3164,Rsu 18,Belgrade Central School,303,102,33.66,18,5.94,120,39.6
3164,Rsu 18,China Middle School,227,62,27.31,23,10.13,85,37.44
3164,Rsu 18,China Primary School,251,102,40.64,26,10.36,128,51
3164,Rsu 18,James H Bean School,353,91,25.78,30,8.5,121,34.28
3164,Rsu 18,Messalonskee High School,920,191,20.76,69,7.5,260,28.26
3164,Rsu 18,Messalonskee Middle School,584,140,23.97,66,11.3,206,35.27
3164,Rsu 18,Ralph M Atwood Primary School,233,115,49.36,16,6.87,131,56.22
3164,Rsu 18,Williams Elementary School,229,92,40.17,24,10.48,116,50.66
3173,Rsu 38,Manchester Elementary School,177,32,18.08,8,4.52,40,22.6
3173,Rsu 38,Maranacook Community High Sch,438,80,18.26,24,5.48,104,23.74
3173,Rsu 38,Maranacook Community Middle Sch,298,81,27.18,30,10.07,111,37.25
3173,Rsu 38,Mt Vernon Elementary School,107,40,37.38,12,11.21,52,48.6
3173,Rsu 38,Phoenix Academy,13,13,100,0,0,13,100
3173,Rsu 38,Readfield Elementary School,200,66,33,15,7.5,81,40.5
3173,Rsu 38,Wayne Elementary School,52,12,23.08,4,7.69,16,30.77
1243,Rsu 49/Msad 49,Albion Elementary School,153,81,52.94,16,10.46,97,63.4
1243,Rsu 49/Msad 49,Benton Elementary School,666,286,42.94,75,11.26,361,54.2
1243,Rsu 49/Msad 49,Clinton Elementary School,295,172,58.31,24,8.14,196,66.44
1375,Spurwink School Inc,Spurwink School--Chelsea,45,39,86.67,1,2.22,40,88.89
1396,Sweetser Children'S Services,Zzz Waterville Family Focus,5,5,100,0,0,5,100
1166,Vassalboro School Department,Vassalboro Community School,451,174,38.58,33,7.32,207,45.9
1170,Waterville Public Schools,Albert S Hall School,237,138,58.23,14,5.91,152,64.14
1170,Waterville Public Schools,George J Mitchell School,547,349,63.8,32,5.85,381,69.65
1170,Waterville Public Schools,Waterville Junior High School,432,192,44.44,34,7.87,226,52.31
1170,Waterville Public Schools,Waterville Senior High School,620,265,42.74,44,7.1,309,49.84
1185,Winthrop Public Schools,Winthrop Grade School,396,122,30.81,13,3.28,135,34.09
1185,Winthrop Public Schools,Winthrop High School,251,54,21.51,19,7.57,73,29.08
1185,Winthrop Public Schools,Winthrop Middle School,196,47,23.98,12,6.12,59,30.1
1183,Winslow Schools,Winslow Elementary School,569,222,39.02,48,8.44,270,47.45
1183,Winslow Schools,Winslow High School,534,131,24.53,24,4.49,155,29.03
1183,Winslow Schools,Winslow Junior High School,331,105,31.72,25,7.55,130,39.27
0,! Doe Inactive,Georges Valley High School,293,90,30.72,18,6.14,108,36.86
0,! Doe Inactive,Rockland District High School,427,197,46.14,30,7.03,227,53.16
1004,Appleton School Department,Appleton Village School,130,37,28.46,11,8.46,48,36.92
1294,Five Town Csd,Camden Hills Regional H S,669,126,18.83,25,3.74,151,22.57
1077,Hope School Department,Hope Elementary School,153,34,22.22,10,6.54,44,28.76
1202,Rsu 08/Msad 08,Vinalhaven School,175,63,36,11,6.29,74,42.29
3161,Rsu 13,Cushing Community School,71,25,35.21,6,8.45,31,43.66
3161,Rsu 13,Gilford Butler School,82,29,35.37,2,2.44,31,37.8
3161,Rsu 13,Lura Libby School,159,82,51.57,11,6.92,93,58.49
3161,Rsu 13,Macdougal School,143,87,60.84,11,7.69,98,68.53
3161,Rsu 13,Owls Head Central School,79,19,24.05,4,5.06,23,29.11
3161,Rsu 13,Rockland District Middle School,295,143,48.47,18,6.1,161,54.58
3161,Rsu 13,South School,214,119,55.61,19,8.88,138,64.49
3161,Rsu 13,St George School,197,75,38.07,21,10.66,96,48.73
3161,Rsu 13,Thomaston Grammar School,196,72,36.73,14,7.14,86,43.88
1222,Rsu 28/Msad 28,Camden-Rockport Middle School,382,88,23.04,15,3.93,103,26.96
1222,Rsu 28/Msad 28,Rockport Elementary School,365,63,17.26,16,4.38,79,21.64
1234,Rsu 40/Msad 40,Friendship Village School,94,44,46.81,7,7.45,51,54.26
1234,Rsu 40/Msad 40,Prescott Memorial School,115,52,45.22,22,19.13,74,64.35
